client_id,process_step,success,time_diff_seconds,error,error_count,Variation
16747,5,True,156.0,False,0,Control
16881,1,False,0.0,False,0,Test
17008,5,True,326.0,False,0,Control
17036,5,True,201.0,False,0,Control
17160,5,True,333.0,False,0,Control
17170,5,True,265.0,False,0,Test
17318,4,False,270.0,False,0,Test
17404,5,True,99.0,False,0,Test
18549,5,True,173.0,False,0,Test
18660,2,False,143.0,False,0,Control
18973,5,True,798.0,False,0,Control
19060,4,False,170.0,False,0,Test
19613,1,False,0.0,False,0,Control
19782,5,True,459.0,False,0,Control
19813,5,True,672.0,False,0,Control
19832,5,True,411.0,False,0,Control
20091,5,True,294.0,False,0,Control
20537,5,True,235.0,False,0,Control
20564,5,True,835.0,False,0,Test
20643,5,True,118.0,False,0,Test
20668,2,False,7.0,False,0,Test
20898,1,False,0.0,False,0,Control
21200,4,False,301.0,False,0,Test
21242,5,True,81.0,False,0,Control
21281,5,True,349.0,False,0,Test
21353,5,True,255.0,False,0,Control
21403,1,False,72.0,False,0,Test
21498,5,True,888.0,False,0,Control
21522,4,False,728.0,False,0,Test
21596,5,True,451.0,False,0,Test
21719,4,False,153.0,False,0,Control
21940,5,True,254.0,False,0,Control
21970,5,True,196.0,False,0,Control
22007,5,True,585.0,False,0,Test
22793,3,False,31.0,False,0,Test
22885,4,False,658.0,False,0,Control
23276,5,True,268.0,True,1,Control
23864,5,True,328.0,False,0,Control
23914,5,True,119.0,False,0,Test
24079,1,False,47.0,False,0,Control
24572,5,True,417.0,False,0,Test
24703,5,True,267.0,False,0,Test
24710,5,True,227.0,False,0,Control
24841,5,True,278.0,False,0,Test
25022,5,True,568.0,False,0,Test
25026,5,True,541.0,False,0,Test
25043,5,True,123.0,False,0,Control
25766,5,True,333.0,False,0,Control
26036,5,True,61.0,False,0,Test
26070,5,True,377.0,False,0,Test
26105,5,True,152.0,False,0,Test
26211,5,True,585.0,False,0,Control
26286,2,False,40.0,False,0,Control
26696,1,False,285.0,False,0,Test
27075,5,True,75.0,False,0,Test
27241,5,True,169.0,False,0,Control
27554,5,True,94.0,False,0,Control
27764,5,True,788.0,False,0,Test
27907,5,True,371.0,False,0,Test
27988,5,True,303.0,False,0,Control
28241,5,True,641.0,False,0,Test
28371,5,True,358.0,False,0,Test
28542,5,True,490.0,False,0,Control
28705,5,True,762.0,False,0,Control
28845,5,True,173.0,False,0,Control
29227,5,True,434.0,False,0,Test
29527,5,True,358.0,False,0,Test
29595,5,True,251.0,False,0,Control
30318,5,True,801.0,False,0,Test
30462,1,False,0.0,False,0,Test
30493,5,True,598.0,False,0,Test
31191,1,False,65.0,False,0,Control
31264,5,True,161.0,False,0,Control
31336,5,True,203.0,False,0,Test
31404,5,True,198.0,False,0,Test
31499,5,True,764.0,False,0,Test
31502,5,True,636.0,False,0,Control
31597,5,True,605.0,False,0,Test
31715,5,True,169.0,False,0,Control
32197,5,True,213.0,False,0,Control
32305,2,False,74.0,False,0,Control
32471,4,False,173.0,False,0,Test
32521,5,True,198.0,False,0,Test
32746,5,True,356.0,False,0,Test
32859,4,False,152.0,False,0,Control
33190,5,True,455.0,False,0,Control
33265,5,True,243.0,False,0,Test
33463,5,True,676.0000000000001,False,0,Control
33472,5,True,488.0,False,0,Test
33752,5,True,102.0,False,0,Test
34067,5,True,949.0,False,0,Control
34101,1,False,31.0,False,0,Test
34267,5,True,110.0,False,0,Control
34501,3,False,154.0,False,0,Control
34603,5,True,331.0,False,0,Control
34608,2,False,22.0,False,0,Test
34631,4,False,554.0,False,0,Control
35010,3,False,93.0,False,0,Test
35091,2,False,43.0,False,0,Test
35138,5,True,426.0,False,0,Test
35181,5,True,367.0,False,0,Test
35257,5,True,111.0,False,0,Control
35346,5,True,173.0,False,0,Control
35417,5,True,121.0,False,0,Control
35476,5,True,698.0,False,0,Test
36109,5,True,953.0,False,0,Control
36342,5,True,228.0,False,0,Test
36363,5,True,267.0,False,0,Test
36432,3,False,194.0,False,0,Test
36986,5,True,515.0,False,0,Test
37064,5,True,352.0,False,0,Control
37295,5,True,395.0,False,0,Control
37408,5,True,335.0,False,0,Control
37423,5,True,913.0,False,0,Test
37667,5,True,123.0,False,0,Test
37691,2,False,159.0,False,0,Test
37705,5,True,356.0,False,0,Test
37897,5,True,98.0,False,0,Test
38275,1,False,22.0,False,0,Test
38283,5,True,254.0,False,0,Test
38340,5,True,121.0,False,0,Test
38551,5,True,229.0,False,0,Test
38685,5,True,199.0,False,0,Control
38714,5,True,114.0,False,0,Control
38775,1,False,95.0,False,0,Test
38930,5,True,356.0,False,0,Control
39004,1,False,0.0,False,0,Test
39075,5,True,151.0,False,0,Control
39566,5,True,209.0,False,0,Test
39968,1,False,261.0,False,0,Control
40283,1,False,537.0,False,0,Test
40439,5,True,71.0,False,0,Test
40969,2,False,268.0,False,0,Test
41122,5,True,152.0,False,0,Test
41199,5,True,661.0,False,0,Test
41237,5,True,224.0,False,0,Test
41516,5,True,79.0,False,0,Control
41652,2,False,26.0,False,0,Control
41924,3,False,84.0,False,0,Test
42082,5,True,365.0,False,0,Control
42296,2,False,656.0,False,0,Control
42349,5,True,145.0,False,0,Test
42725,5,True,141.0,False,0,Test
43494,3,False,151.0,False,0,Control
43645,5,True,187.0,False,0,Test
43766,2,False,6.0,False,0,Control
44060,5,True,287.0,False,0,Control
44216,5,True,287.0,False,0,Control
44860,5,True,258.0,False,0,Control
44932,5,True,138.0,False,0,Test
44995,2,False,15.000000000000002,False,0,Test
45232,5,True,845.0,False,0,Test
45510,5,True,177.0,False,0,Test
46223,4,False,111.0,False,0,Control
46790,3,False,59.0,False,0,Test
46934,1,False,24.0,False,0,Test
47402,3,False,120.0,False,0,Control
47571,5,True,882.0,False,0,Control
48424,4,False,406.0,False,0,Control
48431,5,True,262.0,False,0,Control
48448,5,True,100.0,False,0,Test
48724,5,True,510.0,False,0,Test
49412,5,True,181.0,False,0,Control
49709,5,True,418.0,False,0,Test
49998,2,False,344.0,False,0,Test
50053,5,True,291.0,False,0,Test
50090,5,True,119.0,False,0,Test
50185,5,True,170.0,False,0,Control
50271,5,True,249.0,False,0,Control
50325,5,True,150.0,False,0,Test
50599,1,False,25.0,False,0,Test
50643,5,True,409.0,False,0,Control
50692,1,False,0.0,False,0,Control
51493,5,True,449.0,False,0,Test
51706,5,True,200.0,False,0,Control
51814,5,True,139.0,False,0,Control
51902,5,True,116.0,False,0,Control
52309,3,False,151.0,False,0,Test
52384,1,False,0.0,False,0,Control
52456,5,True,491.0,True,1,Control
52461,5,True,221.0,False,0,Control
52743,5,True,187.0,False,0,Test
52765,5,True,221.0,False,0,Control
53094,5,True,223.0,False,0,Control
53123,5,True,289.0,False,0,Control
53126,5,True,99.0,False,0,Control
53169,1,False,0.0,False,0,Control
53396,5,True,312.0,False,0,Test
53990,4,False,201.0,False,0,Control
54231,5,True,180.0,False,0,Test
54291,5,True,223.0,False,0,Control
54363,5,True,132.0,False,0,Control
54477,1,False,0.0,False,0,Control
54893,5,True,69.0,False,0,Test
55059,5,True,137.0,False,0,Test
55265,5,True,311.0,False,0,Test
55333,5,True,145.0,False,0,Test
55448,5,True,293.0,False,0,Control
55951,1,False,410.0,False,0,Test
56294,5,True,230.0,False,0,Test
56570,4,False,836.0,False,0,Test
56782,3,False,126.0,False,0,Control
56923,5,True,225.0,False,0,Test
58001,5,True,316.0,False,0,Control
58194,5,True,729.0,False,0,Test
58589,5,True,633.0,False,0,Control
58676,5,True,359.0,False,0,Control
58917,5,True,315.0,False,0,Control
58962,5,True,307.0,False,0,Test
59089,5,True,250.0,False,0,Control
59152,5,True,117.0,False,0,Test
59360,5,True,553.0,False,0,Test
59605,2,False,37.0,False,0,Control
59782,5,True,951.0,False,0,Control
59802,5,True,267.0,False,0,Test
59860,5,True,483.0,False,0,Control
60101,5,True,88.0,False,0,Test
60483,5,True,116.0,False,0,Test
60802,4,False,351.0,False,0,Test
60958,1,False,31.000000000000004,False,0,Test
61007,1,False,125.0,False,0,Test
61487,5,True,143.0,False,0,Test
61650,5,True,257.0,False,0,Test
61961,5,True,259.0,False,0,Test
62058,1,False,0.0,False,0,Control
62284,5,True,462.0,False,0,Test
62498,1,False,0.0,False,0,Control
62503,4,False,339.0,False,0,Control
62754,5,True,201.0,False,0,Test
62791,5,True,153.0,False,0,Test
62805,5,True,258.0,False,0,Test
62837,2,False,35.0,False,0,Control
63001,3,False,12.0,False,0,Control
63377,5,True,160.0,False,0,Control
63507,5,True,230.0,False,0,Test
63879,5,True,242.0,False,0,Test
63955,5,True,250.0,False,0,Test
64058,5,True,142.0,False,0,Test
64635,5,True,0.0,False,0,Test
64871,5,True,483.0,False,0,Control
64885,2,False,14.0,False,0,Test
64964,5,True,597.0,False,0,Control
65221,5,True,156.0,False,0,Test
65716,5,True,209.0,False,0,Control
65845,5,True,803.0,False,0,Control
66160,5,True,143.0,False,0,Test
66169,5,True,144.0,False,0,Control
66539,5,True,163.0,False,0,Test
66543,1,False,27.0,False,0,Control
66930,4,False,199.0,False,0,Test
67390,5,True,706.0,False,0,Test
67452,5,True,199.0,False,0,Test
67845,2,False,42.0,False,0,Test
67925,5,True,431.0,False,0,Test
68116,1,False,0.0,False,0,Control
68170,1,False,54.0,False,0,Control
68276,5,True,146.0,False,0,Test
68830,5,True,162.0,False,0,Control
68854,5,True,926.0,False,0,Control
68886,5,True,116.0,False,0,Test
69255,5,True,91.0,False,0,Control
69568,4,False,76.0,False,0,Test
69591,1,False,0.0,False,0,Test
69598,5,True,306.0,False,0,Control
70225,5,True,92.0,False,0,Control
70863,1,False,0.0,False,0,Test
71159,1,False,21.0,False,0,Test
71476,1,False,0.0,False,0,Control
71626,4,False,458.0,False,0,Control
72074,5,True,386.0,False,0,Test
72221,5,True,434.0,False,0,Control
72388,4,False,133.0,False,0,Test
72395,5,True,274.0,False,0,Test
72915,5,True,134.0,False,0,Test
72916,5,True,244.0,False,0,Test
72988,1,False,0.0,False,0,Test
73331,5,True,126.0,False,0,Control
73335,5,True,290.0,False,0,Control
73453,5,True,884.0,False,0,Control
73615,5,True,224.0,False,0,Test
73648,5,True,118.0,False,0,Test
73910,5,True,170.0,False,0,Control
74169,5,True,345.0,False,0,Control
74564,4,False,155.0,False,0,Test
74844,4,False,863.0,False,0,Test
74976,5,True,348.0,False,0,Test
75033,5,True,175.0,False,0,Test
75381,2,False,10.0,False,0,Control
75490,5,True,81.0,False,0,Test
75642,5,True,461.0,False,0,Control
76424,5,True,225.0,False,0,Control
76429,5,True,353.0,False,0,Test
76481,5,True,904.0,False,0,Test
76635,3,False,195.0,False,0,Test
76775,2,False,13.0,False,0,Test
76776,5,True,370.0,False,0,Control
77071,5,True,650.0,False,0,Control
77276,5,True,71.0,False,0,Test
77513,5,True,588.0,False,0,Test
77651,5,True,0.0,False,0,Test
77933,5,True,202.0,False,0,Test
78720,1,False,0.0,False,0,Test
78728,4,False,187.0,False,0,Control
78779,1,False,829.0,False,0,Test
78917,2,False,153.0,False,0,Control
79127,5,True,384.0,False,0,Control
79229,3,False,65.0,False,0,Control
79571,5,True,185.0,False,0,Control
79679,5,True,398.0,False,0,Control
79819,1,False,108.0,False,0,Control
80006,5,True,543.0,False,0,Test
80126,5,True,316.0,False,0,Test
80127,5,True,224.0,False,0,Control
80241,2,False,88.0,False,0,Control
80479,5,True,841.0,False,0,Test
80559,5,True,279.0,False,0,Control
80801,4,False,432.0,False,0,Test
80915,5,True,820.0,False,0,Control
81102,5,True,247.0,False,0,Control
81119,3,False,73.0,False,0,Test
81601,5,True,656.0,False,0,Control
81720,5,True,824.0,False,0,Test
81816,3,False,17.0,False,0,Control
81976,5,True,353.0,False,0,Control
82206,5,True,196.0,False,0,Test
82376,5,True,227.0,False,0,Control
82560,1,False,124.0,False,0,Test
82566,5,True,177.0,False,0,Control
82723,4,False,204.0,False,0,Control
82772,5,True,102.0,False,0,Test
82869,5,True,142.0,False,0,Control
83158,5,True,534.0,False,0,Control
83447,5,True,631.0,False,0,Control
83507,5,True,73.0,False,0,Test
83585,5,True,143.0,False,0,Test
83683,1,False,0.0,False,0,Control
84108,5,True,231.0,False,0,Control
84464,5,True,256.0,False,0,Test
84596,1,False,53.0,False,0,Test
84624,5,True,441.0,False,0,Control
84658,5,True,156.0,False,0,Test
84976,5,True,409.0,False,0,Test
85097,2,False,502.0,False,0,Control
85286,2,False,249.0,False,0,Control
85793,5,True,250.0,False,0,Control
86035,5,True,225.0,False,0,Test
86499,5,True,191.0,False,0,Control
86616,5,True,448.0,False,0,Control
86699,5,True,126.0,False,0,Control
86780,3,False,868.0,False,0,Test
86877,5,True,178.0,False,0,Test
87162,5,True,475.0,False,0,Control
87218,5,True,378.0,False,0,Control
87300,5,True,565.0,False,0,Control
87424,5,True,249.0,False,0,Test
87449,5,True,249.0,False,0,Test
87915,3,False,145.0,False,0,Test
88378,2,False,84.0,False,0,Control
88723,5,True,142.0,False,0,Control
88759,5,True,368.0,False,0,Control
88986,2,False,10.0,False,0,Test
89039,5,True,223.0,False,0,Test
89052,5,True,353.0,False,0,Control
89108,5,True,517.0,False,0,Control
89116,5,True,122.0,False,0,Control
89257,1,False,955.0,False,0,Test
89604,5,True,126.0,False,0,Test
89645,3,False,149.0,False,0,Control
89693,5,True,167.0,False,0,Test
89812,1,False,82.0,False,0,Test
89959,5,True,752.0,False,0,Test
90324,5,True,295.0,False,0,Test
90360,5,True,169.0,False,0,Test
90383,1,False,0.0,False,0,Test
90596,5,True,231.0,False,0,Control
91254,5,True,135.0,False,0,Test
91443,5,True,353.0,False,0,Test
91633,5,True,508.0,False,0,Test
92066,5,True,394.0,False,0,Test
92137,5,True,136.0,False,0,Test
92665,4,False,313.0,False,0,Test
92808,5,True,235.0,False,0,Control
92864,2,False,4.0,False,0,Test
93137,5,True,97.0,False,0,Test
93370,1,False,14.0,False,0,Test
93480,5,True,487.0,False,0,Test
93870,5,True,534.0,False,0,Test
94012,5,True,39.0,False,0,Control
94234,4,False,121.0,False,0,Test
94510,4,False,240.0,False,0,Control
94552,4,False,324.0,False,0,Test
94662,4,False,466.0,False,0,Test
94767,5,True,308.0,False,0,Test
94778,5,True,402.0,False,0,Control
94914,1,False,0.0,False,0,Test
95035,5,True,761.0,False,0,Test
95199,5,True,120.0,False,0,Test
95453,5,True,204.0,False,0,Test
96548,3,False,65.0,False,0,Control
96787,5,True,616.0,False,0,Test
96845,2,False,44.0,False,0,Control
97147,3,False,783.0000000000001,False,0,Test
97170,2,False,38.0,False,0,Control
97322,1,False,0.0,False,0,Control
97424,5,True,124.0,False,0,Test
97590,5,True,448.0,False,0,Test
97723,5,True,128.0,False,0,Control
98248,2,False,53.0,False,0,Test
98337,5,True,100.0,False,0,Test
98860,5,True,63.0,False,0,Control
99149,5,True,222.0,False,0,Control
99208,5,True,300.0,False,0,Test
99811,5,True,343.0,False,0,Control
100118,1,False,142.0,False,0,Test
100250,5,True,110.0,False,0,Test
100503,5,True,324.0,False,0,Control
100888,5,True,284.0,False,0,Control
100940,3,False,292.0,False,0,Test
101143,1,False,351.0,False,0,Control
101220,1,False,25.0,False,0,Test
101246,1,False,29.000000000000004,False,0,Control
101818,5,True,343.0,False,0,Control
102859,1,False,99.0,False,0,Control
102884,3,False,274.0,False,0,Test
103515,5,True,284.0,False,0,Control
103622,5,True,190.0,False,0,Test
103627,5,True,114.00000000000001,False,0,Test
103669,5,True,152.0,False,0,Test
104190,2,False,472.0,False,0,Test
104328,5,True,280.0,False,0,Control
104643,1,False,0.0,False,0,Test
104781,5,True,70.0,False,0,Control
104884,5,True,431.0,False,0,Control
104972,5,True,126.0,False,0,Test
105007,1,False,0.0,False,0,Control
105026,5,True,563.0,False,0,Control
105357,5,True,355.0,False,0,Control
105623,5,True,359.0,False,0,Control
106102,1,False,0.0,False,0,Test
106137,2,False,368.0,False,0,Test
106457,3,False,575.0,False,0,Control
106501,5,True,936.0,False,0,Test
108335,4,False,245.0,False,0,Control
108419,5,True,260.0,False,0,Test
108892,5,True,260.0,False,0,Test
109175,4,False,790.0,False,0,Control
109413,2,False,17.0,False,0,Control
109465,5,True,213.0,False,0,Control
109859,5,True,964.0,False,0,Control
110028,5,True,440.0,False,0,Test
110212,5,True,515.0,False,0,Test
110288,1,False,13.0,False,0,Test
110890,2,False,44.0,False,0,Control
111012,5,True,521.0,False,0,Control
111304,5,True,942.0,False,0,Control
111477,2,False,4.0,False,0,Control
112128,5,True,165.0,False,0,Control
113852,5,True,165.0,False,0,Test
113903,2,False,62.0,False,0,Test
113951,5,True,147.0,False,0,Test
113964,1,False,531.0,False,0,Test
114459,4,False,522.0,False,0,Control
114541,5,True,401.0,False,0,Control
114542,5,True,151.0,False,0,Test
114566,5,True,155.0,False,0,Control
114780,1,False,0.0,False,0,Control
115163,5,True,223.0,False,0,Test
115570,5,True,82.0,False,0,Test
115597,2,False,13.0,False,0,Control
115834,4,False,635.0,False,0,Control
115839,1,False,0.0,False,0,Test
115973,5,True,510.00000000000006,False,0,Control
116248,2,False,4.0,False,0,Test
116345,5,True,587.0,False,0,Control
116384,5,True,152.0,False,0,Test
116505,1,False,218.0,False,0,Control
116682,1,False,0.0,False,0,Control
116693,5,True,76.0,False,0,Control
117276,5,True,143.0,False,0,Test
117320,5,True,0.0,False,0,Control
117457,5,True,150.0,False,0,Test
117520,5,True,169.0,False,0,Test
117621,5,True,220.0,False,0,Control
117883,1,False,156.0,False,0,Control
117916,5,True,341.0,False,0,Test
117979,5,True,81.0,False,0,Control
118358,5,True,401.0,False,0,Control
118415,5,True,188.0,False,0,Control
118576,3,False,85.0,False,0,Test
118966,5,True,192.0,False,0,Test
119599,3,False,25.0,False,0,Test
119634,5,True,287.0,False,0,Test
120309,5,True,241.0,False,0,Control
120351,5,True,219.0,False,0,Test
120660,5,True,103.0,False,0,Test
120830,5,True,531.0,False,0,Test
121029,5,True,427.0,False,0,Test
121238,5,True,405.0,False,0,Test
121354,5,True,125.0,False,0,Test
121536,4,False,737.0,False,0,Test
121672,5,True,408.0,False,0,Test
122093,4,False,243.0,False,0,Test
122493,4,False,480.0,False,0,Control
122526,5,True,631.0,False,0,Test
123141,4,False,129.0,False,0,Control
123311,5,True,606.0,False,0,Test
123552,3,False,190.0,False,0,Control
123853,1,False,98.0,False,0,Test
124118,5,True,241.0,False,0,Control
124572,5,True,568.0,False,0,Control
124614,5,True,172.0,False,0,Test
124624,5,True,154.0,False,0,Control
124646,2,False,38.0,False,0,Test
124916,5,True,235.0,False,0,Control
125022,5,True,286.0,False,0,Control
125273,1,False,0.0,False,0,Control
125305,5,True,105.0,False,0,Control
125679,5,True,277.0,False,0,Control
125750,3,False,16.0,False,0,Test
126090,2,False,338.0,False,0,Control
126171,5,True,367.0,False,0,Control
126259,5,True,600.0,False,0,Test
126285,5,True,550.0,False,0,Control
126288,5,True,322.0,False,0,Test
126309,4,False,211.0,False,0,Control
126524,5,True,447.0,False,0,Test
126758,5,True,265.0,False,0,Test
126759,5,True,710.0,False,0,Control
126853,5,True,293.0,False,0,Test
126893,1,False,0.0,False,0,Control
127331,5,True,453.0,False,0,Test
127396,5,True,156.0,False,0,Test
127477,4,False,112.0,False,0,Control
127825,5,True,374.0,False,0,Test
127921,5,True,359.0,False,0,Test
128147,3,False,186.0,False,0,Control
128801,5,True,830.0,False,0,Control
128983,3,False,88.0,False,0,Control
129549,5,True,255.0,False,0,Control
129659,5,True,961.0,False,0,Control
130031,5,True,415.0,False,0,Control
131064,2,False,610.0,False,0,Control
131973,1,False,252.0,False,0,Test
132547,4,False,160.0,False,0,Control
133096,5,True,456.0,False,0,Test
133101,4,False,182.0,False,0,Control
133340,4,False,685.0,False,0,Test
133394,5,True,467.0,False,0,Test
133471,5,True,112.0,False,0,Control
133487,4,False,161.0,False,0,Control
133522,5,True,733.0,False,0,Control
133565,1,False,0.0,False,0,Control
133631,5,True,158.0,False,0,Control
133742,5,True,753.0,False,0,Test
133779,2,False,207.0,False,0,Test
134164,1,False,0.0,False,0,Test
134207,5,True,680.0,False,0,Control
134282,5,True,413.0,False,0,Test
134286,2,False,62.00000000000001,False,0,Control
134582,5,True,835.0,False,0,Control
134657,5,True,359.0,False,0,Control
134829,5,True,400.0,False,0,Control
135199,5,True,420.0,False,0,Control
135254,4,False,762.0,False,0,Test
135842,3,False,19.0,False,0,Control
135917,5,True,213.0,False,0,Test
136138,5,True,290.0,False,0,Control
136873,1,False,0.0,False,0,Test
136978,5,True,126.0,False,0,Test
136986,2,False,68.0,False,0,Control
137016,5,True,160.0,False,0,Test
137061,5,True,356.0,False,0,Test
137412,5,True,190.0,False,0,Test
137555,5,True,182.0,False,0,Test
137781,3,False,372.0,False,0,Test
137816,5,True,169.0,False,0,Test
137933,1,False,0.0,False,0,Test
138002,5,True,113.0,False,0,Test
138093,4,False,905.0,False,0,Control
138395,4,False,466.0,False,0,Control
138686,3,False,134.0,False,0,Control
138741,5,True,210.0,False,0,Test
138790,5,True,359.0,False,0,Test
139079,5,True,177.0,False,0,Control
139808,5,True,602.0,False,0,Test
139872,2,False,6.0,False,0,Test
139979,5,True,750.0,False,0,Test
139996,1,False,136.0,False,0,Test
140020,5,True,578.0,False,0,Test
140116,5,True,135.0,False,0,Control
140488,5,True,579.0,False,0,Control
140489,5,True,271.0,False,0,Control
140683,5,True,442.0,False,0,Test
140690,3,False,33.0,False,0,Control
141417,5,True,546.0,False,0,Test
141591,2,False,226.0,False,0,Control
141643,5,True,164.0,False,0,Test
142579,5,True,156.0,False,0,Control
142667,1,False,0.0,False,0,Control
142695,1,False,34.0,False,0,Test
142725,5,True,377.0,False,0,Control
143218,5,True,149.0,False,0,Control
143267,5,True,168.0,False,0,Test
143271,5,True,269.0,False,0,Test
143610,5,True,184.0,False,0,Control
143691,4,False,376.0,False,0,Control
144169,5,True,446.0,False,0,Control
144244,5,True,255.0,False,0,Control
144678,5,True,264.0,False,0,Control
144773,5,True,64.0,False,0,Control
145106,5,True,190.0,False,0,Test
145810,5,True,379.0,False,0,Test
146205,5,True,110.0,False,0,Control
146317,5,True,648.0,False,0,Control
146390,5,True,207.0,False,0,Test
146579,5,True,299.0,False,0,Test
146603,4,False,130.0,False,0,Control
147033,5,True,128.0,False,0,Control
147077,5,True,636.0,False,0,Control
147316,5,True,636.0,False,0,Control
147852,5,True,114.0,False,0,Test
148037,5,True,233.0,False,0,Control
148076,1,False,0.0,False,0,Control
148099,5,True,655.0,False,0,Control
148217,5,True,112.0,False,0,Test
148369,5,True,287.0,False,0,Test
148448,5,True,201.0,False,0,Test
148850,5,True,161.0,False,0,Test
148954,5,True,176.0,False,0,Control
149108,5,True,161.0,False,0,Test
149192,4,False,889.0,False,0,Test
149265,2,False,10.0,False,0,Test
149593,3,False,143.0,False,0,Control
149635,4,False,181.0,False,0,Test
149685,1,False,0.0,False,0,Control
150095,5,True,298.0,False,0,Test
151250,4,False,351.0,False,0,Test
151444,4,False,150.0,False,0,Control
151897,5,True,259.0,False,0,Test
152356,1,False,0.0,False,0,Control
152661,5,True,258.0,False,0,Test
153841,5,True,292.0,False,0,Control
154143,5,True,220.0,False,0,Test
154147,5,True,563.0,False,0,Test
154150,5,True,621.0,False,0,Control
154458,4,False,337.0,False,0,Control
154640,5,True,220.0,False,0,Control
154658,2,False,15.000000000000002,False,0,Control
154782,4,False,869.0,False,0,Test
155526,5,True,148.0,False,0,Control
156105,5,True,641.0,False,0,Test
156894,2,False,70.0,False,0,Control
156945,1,False,0.0,False,0,Control
157106,5,True,128.0,False,0,Test
157209,5,True,279.0,False,0,Test
157871,2,False,277.0,False,0,Control
158141,5,True,519.0,False,0,Test
158201,3,False,180.0,False,0,Test
159268,5,True,886.0,False,0,Control
159558,5,True,330.0,False,0,Test
159617,5,True,219.0,False,0,Control
159687,5,True,654.0,False,0,Test
159728,3,False,148.0,False,0,Test
159823,5,True,566.0,False,0,Control
159908,2,False,517.0,False,0,Test
159970,2,False,84.0,False,0,Test
160085,3,False,55.0,False,0,Control
160144,5,True,422.0,False,0,Test
160616,5,True,447.0,False,0,Control
160654,5,True,590.0,False,0,Test
160938,2,False,119.00000000000001,False,0,Control
161074,4,False,137.0,False,0,Control
161108,3,False,54.0,False,0,Control
161127,5,True,439.0,False,0,Control
161440,5,True,384.0,False,0,Test
161491,5,True,503.0,False,0,Control
161771,5,True,132.0,False,0,Test
161792,2,False,350.0,False,0,Control
162388,3,False,64.0,False,0,Test
162575,5,True,231.0,False,0,Control
162894,5,True,256.0,False,0,Test
164324,3,False,9.0,False,0,Test
165301,5,True,435.0,False,0,Control
165428,5,True,393.0,False,0,Control
165765,5,True,652.0,False,0,Test
165890,5,True,473.0,False,0,Control
165900,5,True,419.0,False,0,Test
166017,5,True,673.0,False,0,Test
166154,3,False,392.00000000000006,False,0,Test
166289,5,True,545.0,False,0,Control
166315,5,True,383.0,False,0,Test
166702,5,True,249.0,False,0,Control
166715,4,False,165.0,False,0,Control
167496,4,False,163.0,False,0,Control
168266,5,True,283.0,False,0,Test
168539,5,True,140.0,False,0,Test
168727,5,True,78.0,False,0,Control
